:mode=ask
:IOAccess,Application,Topic,AdviseActive,DDEProtocol,SecApplication,SecTopic,SecAdviseActive,SecDDEProtocol,FailoverExpression,FailoverDeadband,DFOFlag,FBDFlag,FailbackDeadband,
"Z_LAL_50276","$System","TUNDISHLEVELFORVORTEX",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"CMN_HMI_TD_Lvl_Vortex",No,"TUNDISHLEVELFORVORTEX",0,0,"",""
"Z_WC#_50219","$System","TUNDISHWEIGHTREADY",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"CMN_HMI_TD_Wt_Rdy",No,"TUNDISHWEIGHTREADY",0,0,"",""
"M_LC#_50090","$System","LADLE_ARM_#1_SELECT",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"CMN_HMI_LD_Turrt_Arm1_AtCastPost",No,"LADLE_ARM_#1_SELECT",0,0,"",""
"N_LC#_50090","$System","LADLEARM#2SELECT",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"CMN_HMI_LD_Turrt_Arm2_AtCastPost",No,"LADLEARM#2SELECT",0,0,"",""
"Z_EF#_52092","$System","LADLEATCAST",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"CMN_HMI_Ladl_Cast",No,"LADLEATCAST",0,0,"",""
"Z_CP#_06000","$System","COOLINGPARAMETERACCEPTED",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"CMN_HMI_S1_Cool_Parm_Accpt",No,"COOLINGPARAMETERACCEPTED",0,0,"",""
"Z_CC#_07402","$System","COOLINGCURVEACCEPTED",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"CMN_HMI_S1_CoolCrv_Accpt",No,"COOLINGCURVEACCEPTED",0,0,"",""
"A_SEL_69001","$System","ROTSECTIONI-MAN",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_ROTSec1_OilPres",No,"ROTSECTIONI-MAN",0,0,"",""
"S2_ANNUNCIATOR_OS1_COMM_FAULT","$System","",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND2",No,"S2_HMI_Comm_Fault",No,"",0,0,"",""
"C1_MN_HYD_STANDBY_PMP_FAIL","$System","ALARM0084:MAIN_HYD_STANDBY_PUMP_FAIL_TO_RUN",No,No,0,No,Off,"OK","FAILTORUN",On,1,Direct,"COMMON",No,"AL84",Yes,"ALARM0084:MAIN_HYD_STANDBY_PUMP_FAIL_TO_RUN",0,0,"",""
"A_SEL_69016","$System","ROTSECTIONII-MAN",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_ROT_Sec2_Man",No,"ROTSECTIONII-MAN",0,0,"",""
"Z_RUN_64011","$System","CO_SPRAY_CHAMBER_FAN_NO.1_RUNNING",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"CMN_HMI_Fan1_Runng",No,"CO_SPRAY_CHAMBER_FAN_NO.1_RUNNING",0,0,"",""
"Z_STP_64011","$System","NORTHFAN-STOP",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"CMN_HMI_Fan1_Stoppd",No,"NORTHFAN-STOP",0,0,"",""
"Z_RUN_64021","$System","SPRAYCHAMBERFANNO.2RUNNING",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"CMN_HMI_Fan2_Runng",No,"SPRAYCHAMBERFANNO.2RUNNING",0,0,"",""
"Z_STP_64021","$System","SOUTHFAN-STOP",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"CMN_HMI_Fan2_Stoppd",No,"SOUTHFAN-STOP",0,0,"",""
"Z_ZSV_23001","$System","MAINHYDRAULICSYSTACCUMULATORDUMP",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"CMN_HMI_Main_HydSys_Acc_DumVal",No,"MAINHYDRAULICSYSTACCUMULATORDUMP",0,0,"",""
"Z_PLC_23018","$System","MAINHYDSYSTEMPUMPNO.1-PRIMARY",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"CMN_HMI_Pump1_Pri",No,"MAINHYDSYSTEMPUMPNO.1-PRIMARY",0,0,"",""
"Z_PLC_23028","$System","MAINHYDSYSTEMPUMPNO.2-PRIMARY",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"CMN_HMI_Pump2_Pri",No,"MAINHYDSYSTEMPUMPNO.2-PRIMARY",0,0,"",""
"Z_RUN_23132","$System","MAINHYD.RECIRC.-RUNNING",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"CMN_HMI_MCC2_MainHyd_Recirc_Run",No,"MAINHYD.RECIRC.-RUNNING",0,0,"",""
"Z_RUN_23112","$System","MAINHYDSYSTEMPUMPNO.1RUNNING",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"CMN_HMI_MCC2_MainHyd_Pump_2_Run",No,"MAINHYDSYSTEMPUMPNO.1RUNNING",0,0,"",""
"Z_RUN_23122","$System","MAINHYDSYSTEMPUMPNO.2RUNNING",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"CMN_HMI_MCC1_MainHyd_Pump2_Run",No,"MAINHYDSYSTEMPUMPNO.2RUNNING",0,0,"",""
"Z_PS#_23000","$System","LADLETURRETE-ACCUMPRESSURE",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"CMN_HMI_MainHydSys_EAccumPres",No,"LADLETURRETE-ACCUMPRESSURE",0,0,"",""
"Z_ZSV_23000","$System","LADLETURRETE-ACCUMDUMPVALVE",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"CMN_HMI_LT_Eacc_DumVal",No,"LADLETURRETE-ACCUMDUMPVALVE",0,0,"",""
"Z_ZSV_23060","$System","LADLETURRETW-ACCUMDUMPVALVE",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"CMN_HMI_LT_Wacc_DumVal",No,"LADLETURRETW-ACCUMDUMPVALVE",0,0,"",""
"Z_ZSV_23002","$System","MAINHYDSYSTEME-ACCUMDUMP",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"CMN_HMI_MainHydSys_EAccVal",No,"MAINHYDSYSTEME-ACCUMDUMP",0,0,"",""
"Z_MOD_30017","$System","GREASESYSTEM1PRE-LUBE",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"CMN_HMI_GrsSys1_PreLub_Start",No,"GREASESYSTEM1PRE-LUBE",0,0,"",""
"Z_ZSV_30010","$System","GREASESYSTEMNO.1CYCLEVALVE",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"CMN_HMI_GrsSys1_Cycl_Valv",No,"GREASESYSTEMNO.1CYCLEVALVE",0,0,"",""
"Z_RUN_23262","$System","PUSHERHYDSYSTEMPUMP-RUNNING",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"CMN_HMI_Pshr_HydSys_PumpRun",No,"PUSHERHYDSYSTEMPUMP-RUNNING",0,0,"",""
"Z_RUN_23263","$System","PUSHERHYDSYSTEMBACKUPPUMP-RUNNING",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"CMN_HMI_Pshr_HydSys_BkupPmp_Run",No,"PUSHERHYDSYSTEMBACKUPPUMP-RUNNING",0,0,"",""
"Z_RUN_23264","$System","PUSHERHYDSYSTEMFILTERPUMP-RUNNING",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"CMN_HMI_Pshr_Hyd_FiltrPump_Run",No,"PUSHERHYDSYSTEMFILTERPUMP-RUNNING",0,0,"",""
"Z_ZSV_31000","$System","PUSHERHYDRAULICTANKRECIRC.BLOCKINGVALVE",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"CMN_HMI_Pshr_Hyd_TnkRecirc_BlkValv",No,"PUSHERHYDRAULICTANKRECIRC.BLOCKINGVALVE",0,0,"",""
"Z_MOD_31000","$System","PUSHERHYDSYSTBACKUP-MANUAL",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"CMN_HMI_BkUp_Pump_Man",No,"PUSHERHYDSYSTBACKUP-MANUAL",0,0,"",""
"Z_MOD_31004","$System","PUSHERHYDSYSTBACKUP-AUTO",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"CMN_HMI_BkUp_Pump_Auto",No,"PUSHERHYDSYSTBACKUP-AUTO",0,0,"",""
"A_PS#_31000","$System","WEIGHTABLESYSTEMPRESSURE",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"CMN_HMI_PshrHydSys_Press",No,"WEIGHTABLESYSTEMPRESSURE",0,0,"",""
"S2_AirHeader_active","$System","",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND2",No,"S2_Air_Deflector",No,"AIR/OIL System Fault ",0,0,"",""
"A_ZSV_31020","$System","WEIGHTABLEACCUM.BLOWDOWNVALVE",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_WtTbl_Acc_Relief",No,"WEIGHTABLEACCUM.BLOWDOWNVALVE",0,0,"",""
"A_RUN_62000","$System","E.TRAVELDRIVE-RUNNING",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"CMN_HMI_E_TD_CarDrv_Run",No,"E.TRAVELDRIVE-RUNNING",0,0,"",""
"A_STP_62000","$System","E.TRAVELDRIVE-STOPPED",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"CMN_HMI_ETD_CarDrv_Stoppd",No,"E.TRAVELDRIVE-STOPPED",0,0,"",""
"A_FLT_62000","$System","CO_EAST_TUNDISH_CAR_DRIVE_FAULT",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"CMN_HMI_ETD_CarDrv_Faultd",No,"CO_EAST_TUNDISH_CAR_DRIVE_FAULT",0,0,"",""
"A_REL_62000","$System","ALARM0017:E.TRAVEL_DRIVE_E-STOP_RELAY",No,No,0,No,Off,"OK","E-STOPPED",On,1,Direct,"COMMON",No,"AL17",Yes,"ALARM0017:E.TRAVEL_DRIVE_E-STOP_RELAY",0,0,"",""
"A_RUN_62010","$System","W.TRAVELDRIVE-RUNNING",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"CMN_HMI_WTD_CarDrv_Run",No,"W.TRAVELDRIVE-RUNNING",0,0,"",""
"A_STP_62010","$System","W.TRAVELDRIVE-STOPPED",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"CMN_HMI_WTD_CarDrv_Stopd",No,"W.TRAVELDRIVE-STOPPED",0,0,"",""
"A_FLT_62010","$System","CO_WEST_TUNDISH_CAR_DRIVE_FAULT",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"CMN_HMI_WTD_CarDrv_Fauld",No,"CO_WEST_TUNDISH_CAR_DRIVE_FAULT",0,0,"",""
"A_REL_62010","$System","ALARM0018:W.TRAVEL_DRIVE_E-STOP",No,No,0,No,Off,"OK","E-STOPPED",On,1,Direct,"COMMON",No,"AL18",Yes,"ALARM0018:W.TRAVEL_DRIVE_E-STOP",0,0,"",""
"WT_Auto_Up","$System","",No,No,0,No,Off," "," ",None,1,Direct,"STRAND1",Yes,"WT_Auto_Up",No,"Strand 1 Torch Approach Man Switch",0,0,"",""
"Z_CC#_07401","$System","ACCEPTCOOLINGCURVESOFTKEY",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"HMI_CMN_S1_CoolCrv_Acptl_Edits",No,"ACCEPTCOOLINGCURVESOFTKEY",0,0,"",""
"Z_CP#_06002","$System","ACCEPTCOOLINGPARAMETER",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"HMI_CMN_S1_CoolCrv_AcptParam_Edits",No,"ACCEPTCOOLINGPARAMETER",0,0,"",""
"Z_SK#_23111","$System","MAINHYDRAULICSYSTPUMP1-RUNTIMERESET",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"HMI_CMN_MainHydSys_Pmp1_Reset",No,"MAINHYDRAULICSYSTPUMP1-RUNTIMERESET",0,0,"",""
"A_SEL_63102","$System","OSCILLATOR-SELECTNEGATIVESTRIP=20%",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"Osc_Sel_Neg_Str_20",No,"OSCILLATOR-SELECTNEGATIVESTRIP=20%",0,0,"",""
"Z_SK#_23121","$System","MAINHYDRAULICSYSTPUMP2-RUNTIMERESET",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"HMI_CMN_MainHydSys_Pmp2_Reset",No,"MAINHYDRAULICSYSTPUMP2-RUNTIMERESET",0,0,"",""
"Z_SK#_30909","$System","GREASESYSTEM10PRE-LUBE",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND2",No,"S2_HMI_GreaseSys6_PreLube",No,"GREASESYSTEM10PRE-LUBE",0,0,"",""
"Z_SK#_23131","$System","MAINHYDRAULICSYSTRECIRPUMP-RUNTIMERESET",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"HMI_CMN_MainHydSys_RecircPmp_Reset",No,"MAINHYDRAULICSYSTRECIRPUMP-RUNTIMERESET",0,0,"",""
"Z_SK#_23132","$System","MAINHYDRAULICSYSTRECIRCUALTIONPUMPSTART",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"MainHydSys_RecircPumpStart",No,"MAINHYDRAULICSYSTRECIRCUALTIONPUMPSTART",0,0,"",""
"A_REL_65005","$System","W/SNO.5BRAKERELAY",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_WS_Drv5_Brake",No,"W/SNO.5BRAKERELAY",0,0,"",""
"A_PLC_67100","$System","STRANDINTORCHAPPROACH",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_S1_TorchApprch",No,"STRANDINTORCHAPPROACH",0,0,"",""
"A_SK#_31011","$System","PUSHERHYDSYSTMAINPUMP-START",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"HMI_CMN_S1_PshrHyd_Strt",No,"PUSHERHYDSYSTMAINPUMP-START",0,0,"",""
"A_SK#_31013","$System","PUSHERHYDSYSTMAINPUMP-RUNTIMERESET",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"HMI_CMN_S1_PshrHyd_MnPump_ResetHrs",No,"PUSHERHYDSYSTMAINPUMP-RUNTIMERESET",0,0,"",""
"Z_SK#_31023","$System","PUSHERHYDSYSTBACKUPPUMP-RUNTIMERESET",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"HMI_CMN_S1_PshrHyd_BUPump_ResetHrs",No,"PUSHERHYDSYSTBACKUPPUMP-RUNTIMERESET",0,0,"",""
"Z_SK#_31024","$System","PUSHERHYDSYSTBACKUP-AUTO/MANTOGGLE",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"HMI_CMN_S1_PshrHyd_BUPump_Auto",No,"PUSHERHYDSYSTBACKUP-AUTO/MANTOGGLE",0,0,"",""
"Z_SK#_31031","$System","PUSHERHYDSYSTRECIRCPUMP-START",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"HMI_CMN_S1_PshrHyd_RecircPump_Strt",No,"PUSHERHYDSYSTRECIRCPUMP-START",0,0,"",""
"Z_SK#_31033","$System","PUSHERHYDSYSTRECIRC-RUNTIMERESET",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"HMI_CMN_S1_PshrHyd_RecircPump_ResetHrs",No,"PUSHERHYDSYSTRECIRC-RUNTIMERESET",0,0,"",""
"Z_SK#_64003","$System","SPRAYCHAMBEREXHAUSTFAN#1START/STOP",No,No,0,No,Off,"STOP","START",None,1,Direct,"COMMON",No,"HMI_CMN_SCE_Fan1_Start",No,"SPRAYCHAMBEREXHAUSTFAN#1START/STOP",0,0,"",""
"Z_SK#_64004","$System","SPRAYCHAMBEREXHAUSTFAN2START/STOP",No,No,0,No,Off,"STOP","START",None,1,Direct,"COMMON",No,"HMI_CMN_SCE_Fan2_Start",No,"SPRAYCHAMBEREXHAUSTFAN2START/STOP",0,0,"",""
"Z_SK#_64005","$System","SOUTHFAN-RESETRUNTIME",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"HMI_CMN_SCE_Fan2_ResetHrs",No,"SOUTHFAN-RESETRUNTIME",0,0,"",""
"Z_SK#_64006","$System","NORTHFAN-RESETRUNTIME",No,No,0,No,Off,"OFF","ON",None,1,Direct,"COMMON",No,"HMI_CMN_SCE_Fan1_ResetHrs",No,"NORTHFAN-RESETRUNTIME",0,0,"",""
"NOZ_Pump1_Primary_Selected","$System","",No,No,0,No,Off,"OFF","ON",None,1,Direct,"Narco",Yes,"NOZ_Pump1_Primary_Selected",No,"GREASESYSTEM6PUMPRESET",0,0,"",""
"WT_Auto_Start_MMI","$System","",No,No,0,No,Off," "," ",None,1,Direct,"STRAND1",Yes,"WT_Auto_Start_MMI",No,"Strand 1 Torch Approach Man Switch",0,0,"",""
"S1_PLC_IN_RUN_MODE","$System","STRND1PLCINRUNMODE",No,No,0,No,Off,"NOTINRUN","RUNMODE",None,1,Direct,"STRAND1",No,"S1_KeySwitch_Run",No,"STRND1PLCINRUNMODE",0,0,"",""
"S1_PLC_IN_TEST_MODE","$System","STRND1PLCINTESTMODE",No,No,0,No,Off,"NOTINTEST","TESTMODE",None,1,Direct,"STRAND1",No,"S1_KeySwitch_Remote",No,"STRND1PLCINTESTMODE",0,0,"",""
"WS_S2_SWS_START","$System","",No,No,0,No,Off,"","",None,1,Direct,"Water_System",No,"N199[1].0",No,"",0,0,"",""
"WS_S2_SWP1_FailToRun","$System","STRAND2SWSPUMP1FAILURE",No,No,0,No,Off,"","",None,4,Direct,"Water_System",No,"N198[12].9",Yes,"STRAND2SWSPUMP1FAILURE",0,0,"",""
"S1_OSC_DRV_RDY","$System","OSCILLATOR DRIVE READY",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_Osc_Drv_Rdy",No,"OSCILLATOR DRIVE READY",0,0,"",""
"S1_DRV_SYS_ESTP_RST","$System","DRIVESYSTEME-STOPRESET",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_DrvSys_Estop_Reset",No,"DRIVESYSTEME-STOPRESET",0,0,"",""
"S1_WS1_RDY_TO_CAST","$System","STRAIGHTENERDRIVENO.1READYTOCASTSTAT",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_StrghtDrv1_Rdy",No,"STRAIGHTENERDRIVENO.1READYTOCASTSTAT",0,0,"",""
"S1_WS2_RDY_TO_CAST","$System","STRAIGHTENERDRIVENO.2READYTOCASTSTAT",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_StrghtDrv2_Rdy",No,"STRAIGHTENERDRIVENO.2READYTOCASTSTAT",0,0,"",""
"S1_WS3_RDY_TO_CAST","$System","STRAIGHTENERDRIVENO.3READYTOCASTSTAT",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_StrghtDrv3_Rdy",No,"STRAIGHTENERDRIVENO.3READYTOCASTSTAT",0,0,"",""
"S1_WS4_RDY_TO_CAST","$System","STRAIGHTENERDRIVENO.4READYTOCASTSTAT",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_StrghtDrv4_Rdy",No,"STRAIGHTENERDRIVENO.4READYTOCASTSTAT",0,0,"",""
"S1_WS5_RDY_TO_CAST","$System","STRAIGHTENERDRIVENO.5READYTOCASTSTAT",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_StrghtDrv5_Rdy",No,"STRAIGHTENERDRIVENO.5READYTOCASTSTAT",0,0,"",""
"A_PLC_07121","$System","DUMMYBARINSPRAYRING",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_DB_SpryRing",No,"DUMMYBARINSPRAYRING",0,0,"",""
"A_PLC_07122","$System","DUMMYBARINZONE1A",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_DB_Zone1A",No,"DUMMYBARINZONE1A",0,0,"",""
"A_PLC_07123","$System","DUMMYBARINZONE1B",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_DB_Zone1B",No,"DUMMYBARINZONE1B",0,0,"",""
"A_PLC_07124","$System","DUMMYBARINZONE2",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_DB_Zone2",No,"DUMMYBARINZONE2",0,0,"",""
"A_PLC_07125","$System","DUMMYBARINZONE3",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_DB_Zone3",No,"DUMMYBARINZONE3",0,0,"",""
"A_PLC_07021","$System","STRANDNOTINSPRAYRING",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_Strnd_Not_SpryRing",No,"STRANDNOTINSPRAYRING",0,0,"",""
"A_PLC_07022","$System","STRANDINZONE1A",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_Strnd_NtZone1A",No,"STRANDINZONE1A",0,0,"",""
"A_PLC_07023","$System","STRANDNOTINZONE1B",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_Strnd_NtZone1B",No,"STRANDNOTINZONE1B",0,0,"",""
"A_PLC_07024","$System","STRANDNOTINZONE2",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_Strnd_NtZone2",No,"STRANDNOTINZONE2",0,0,"",""
"A_PLC_07025","$System","STRANDNOTINZONE3",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_Strnd_NtZone3",No,"STRANDNOTINZONE3",0,0,"",""
"A_ZM#_53011","$System","41.26X17.72X4.33SELECTED",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_BB1_Sel",No,"41.26X17.72X4.33SELECTED",0,0,"",""
"A_ZM#_53012","$System","32.36X15.75X4.33SELECTED",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_BB2_Sel",No,"32.36X15.75X4.33SELECTED",0,0,"",""
"A_ZM#_53013","$System","21.65X17.72X5.90SELECTED",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_BB3C_Sel",No,"21.65X17.72X5.90SELECTED",0,0,"",""
"A_LC#_53083","$System","MOLDLEVELREADYTOCAST",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_Mold_Lvl_Rdy",No,"MOLDLEVELREADYTOCAST",0,0,"",""
"A_LC#_53030","$System","MOLDLEVELMODE-AUTO",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_Mold_Lvl_Auto",No,"MOLDLEVELMODE-AUTO",0,0,"",""
"A_SEL_53030","$System","MOLDLEVELAUTOSELECTED",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_Mold_Lvl_Auto_Sel",No,"MOLDLEVELAUTOSELECTED",0,0,"",""
"A_LC#_53031","$System","MOLDLEVELAUTOREADY",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_Mold_Lvl_Auto_Rdy",No,"MOLDLEVELAUTOREADY",0,0,"",""
"A_LC#_53001","$System","MOLDLEVELMODE-OFF",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_Mold_Lvl_Man",No,"MOLDLEVELMODE-OFF",0,0,"",""
"A_LC#_53081","$System","DIGITALINPUTPOWEROK",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_DigInp_Pwr_OK",No,"DIGITALINPUTPOWEROK",0,0,"",""
"S1_DRVS_FLT_NOT_STOPPED","$System","DRIVESFAULTNOTSTOPPED",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_Drv_Fault_NtStpd",No,"DRIVESFAULTNOTSTOPPED",0,0,"",""
"A_ESR_53000","$System","S1_STRAND_E-STOP_RELAY_RESET",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_Strnd_Estp_RelayRset",No,"S1_STRAND_E-STOP_RELAY_RESET",0,0,"",""
"A_IND_63001","$System","S1_OSCILLATOR_STROKE=1.5mm",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_Osc_Stroke_15",No,"S1_OSCILLATOR_STROKE=1.5mm",0,0,"",""
"A_IND_63002","$System","S1_OSCILLATOR_STROKE=2.3mm",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_Osc_Stroke_23",No,"S1_OSCILLATOR_STROKE=2.3mm",0,0,"",""
"A_IND_63003","$System","S1_OSCILLATOR_STROKE=3.0mm",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_Osc_Stroke_30",No,"S1_OSCILLATOR_STROKE=3.0mm",0,0,"",""
"A_IND_63004","$System","S1_OSCILLATOR_STROKE=3.8mm",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_Osc_Stroke_38",No,"S1_OSCILLATOR_STROKE=3.8mm",0,0,"",""
"A_IND_63005","$System","S1_OSCILLATOR_STROKE=4.5mm",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_Osc_Stroke_45",No,"S1_OSCILLATOR_STROKE=4.5mm",0,0,"",""
"A_IND_63006","$System","S1_OSCILLATOR_STROKE=5.2mm",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_Osc_Stroke_52",No,"S1_OSCILLATOR_STROKE=5.2mm",0,0,"",""
"A_IND_63007","$System","S1_OSCILLATOR_STROKE=5.8mm",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_Osc_Stroke_58",No,"S1_OSCILLATOR_STROKE=5.8mm",0,0,"",""
"A_IND_63008","$System","S1_OSCILLATOR_STROKE=6.5mm",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_Osc_Stroke_65",No,"S1_OSCILLATOR_STROKE=6.5mm",0,0,"",""
"A_IND_63009","$System","S1_OSCILLATOR_STROKE=7.1mm",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_Osc_Stroke_71",No,"S1_OSCILLATOR_STROKE=7.1mm",0,0,"",""
"A_IND_63010","$System","S1_OSCILLATOR_STROKE=7.7mm",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_Osc_Stroke_77",No,"S1_OSCILLATOR_STROKE=7.7mm",0,0,"",""
"A_IND_63011","$System","S1_OSCILLATOR_STROKE=8.3mm",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_Osc_Stroke_83",No,"S1_OSCILLATOR_STROKE=8.3mm",0,0,"",""
"A_IND_63012","$System","S1_OSCILLATOR_STROKE=8.8mm",No,No,0,No,Off,"OFF","ON",None,1,Direct,"STRAND1",No,"S1_HMI_Osc_Stroke_88",No,"S1_OSCILLATOR_STROKE=8.8mm",0,0,"",""
