:mode=ask
:IOAccess,Application,Topic,AdviseActive,DDEProtocol,SecApplication,SecTopic,SecAdviseActive,SecDDEProtocol,FailoverExpression,FailoverDeadband,DFOFlag,FBDFlag,FailbackDeadband,
"S2_CR_MLS_PAR_TAB6_MAX_LV_EMG","$System","MLC : Max.level for emergency alarm [0.0÷180.0 mm]",Yes,No,0,No,No,0,0,"mm",0,0,100,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,100,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB6_MAX_LV_EMG",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB6_TC_MAX_CLS","$System","MLC : TSG max close position [0.0÷100.0 mm]",Yes,No,0,No,No,0,0,"mm",0,0,120,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,120,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB6_TC_MAX_CLS",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB6_TC_MAX_OPN","$System","MLC : TSG  max open position [0.0÷100.0 mm]",Yes,No,0,No,No,0,0,"mm",0,0,120,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,120,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB6_TC_MAX_OPN",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB6_ASTA_LV_STA","$System","MLC : Level SP for machine start[0.0÷180.0 mm]",Yes,No,0,No,No,0,0,"mm",0,0,100,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,100,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB6_ASTA_LV_STA",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB6_ASTA_LV_STP","$System","MLC : Level SP for machine stop[0.0÷180.0 mm]",Yes,No,0,No,No,0,0,"mm",0,0,100,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,100,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB6_ASTA_LV_STP",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB6_ASTA_TC_WGT","$System","MLC : Tundish weight for auto start[0.0÷180.0 mm]",Yes,No,0,No,No,0,0,"mm",0,0,100,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,100,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB_ASTA_TC_WGT",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB7_PID_TOT_K","$System","MLC : PID Total gain [0.000÷5.000 ]",Yes,No,0,No,No,0,0,"",0,0,5,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB7_PID_TOT_K",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB7_PID_KP","$System","MLC : PID KP gain [0.000÷5.000 ]",Yes,No,0,No,No,0,0,"",0,0,5,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB7_PID_KP",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB7_PID_KI","$System","MLC : PID KI gain [0.000÷5.000 ]",Yes,No,0,No,No,0,0,"",0,0,5,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB7_PID_KI",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB7_PID_KD","$System","MLC : PID KD gain [0.000÷5.000 ]",Yes,No,0,No,No,0,0,"",0,0,5,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB7_PID_KD",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB7_K_RED_SMOTH","$System","MLC : PID total gain red. for smooth control [0÷5]",Yes,No,0,No,No,0,0,"",0,0,5,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB7_K_RED_SMOTH",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB7_ERR_SMOTH","$System","MLC : Error for smooth control enable[0÷20mm]",Yes,No,0,No,No,0,0,"mm",0,0,20,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,20,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB7_ERR_SMOTH",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB7_SP_FFW_SET","$System","MLC : Feed forward by cast speed [0÷5m/min]",Yes,No,0,No,No,0,0,"m/min",0,0,5,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB7_SP_FFW_SET",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB7_FILT_C_DER","$System","MLC : Level filter coeff. for der. action[0÷ 5sec]",Yes,No,0,No,No,0,0,"sec",0,0,5,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB7_FILT_C_DER",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB7_MAX_LV_ER_ALM","$System","MLC : Max.level error for alarm [0.0÷50.0 mm]",Yes,No,0,No,No,0,0,"mm",0,0,50,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,50,Linear,"WEST_TC_MLC",No,"S2_CR_MLS_PAR_TAB7_MAX_LV_ERR_ALM",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB7_MAX_LV_ER_EMG","$System","MLC : Max.level error for emerg. alarm [0÷180mm]",Yes,No,0,No,No,0,0,"mm",0,0,100,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,100,Linear,"WEST_TC_MLC",No,"S2_CR_MLS_PAR_TAB7_MAX_LV_ERR_EMG",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB7_MIN_LV_EMG","$System","MLC : Min.level for emergency alarm [0.0÷100.0 mm]",Yes,No,0,No,No,0,0,"mm",0,0,100,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,100,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB7_MIN_LV_EMG",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB7_MAX_LV_EMG","$System","MLC : Max.level for emergency alarm [0.0÷180.0 mm]",Yes,No,0,No,No,0,0,"mm",0,0,100,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,100,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB7_MAX_LV_EMG",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB7_TC_MAX_CLS","$System","MLC : TSG max close position [0.0÷100.0 mm]",Yes,No,0,No,No,0,0,"mm",0,0,120,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,120,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB7_TC_MAX_CLS",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB7_TC_MAX_OPN","$System","MLC : TSG  max open position [0.0÷100.0 mm]",Yes,No,0,No,No,0,0,"mm",0,0,120,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,120,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB7_TC_MAX_OPN",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB7_ASTA_LV_STA","$System","MLC : Level SP for machine start[0.0÷180.0 mm]",Yes,No,0,No,No,0,0,"mm",0,0,100,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,100,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB7_ASTA_LV_STA",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB7_ASTA_LV_STP","$System","MLC : Level SP for machine stop[0.0÷180.0 mm]",Yes,No,0,No,No,0,0,"mm",0,0,100,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,100,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB7_ASTA_LV_STP",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB7_ASTA_TC_WGT","$System","MLC : Tundish weight for auto start[0.0÷180.0 mm]",Yes,No,0,No,No,0,0,"mm",0,0,100,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,100,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB_ASTA_TC_WGT",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB8_PID_TOT_K","$System","MLC : PID Total gain [0.000÷5.000 ]",Yes,No,0,No,No,0,0,"",0,0,5,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB8_PID_TOT_K",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB8_PID_KP","$System","MLC : PID KP gain [0.000÷5.000 ]",Yes,No,0,No,No,0,0,"",0,0,5,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB8_PID_KP",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB8_PID_KI","$System","MLC : PID KI gain [0.000÷5.000 ]",Yes,No,0,No,No,0,0,"",0,0,5,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB8_PID_KI",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB8_PID_KD","$System","MLC : PID KD gain [0.000÷5.000 ]",Yes,No,0,No,No,0,0,"",0,0,5,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB8_PID_KD",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB8_K_RED_SMOTH","$System","MLC : PID total gain red. for smooth control [0÷5]",Yes,No,0,No,No,0,0,"",0,0,5,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB8_K_RED_SMOTH",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB8_ERR_SMOTH","$System","MLC : Error for smooth control enable[0÷20mm]",Yes,No,0,No,No,0,0,"mm",0,0,20,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,20,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB8_ERR_SMOTH",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB8_SP_FFW_SET","$System","MLC : Feed forward by cast speed [0÷5m/min]",Yes,No,0,No,No,0,0,"m/min",0,0,5,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB8_SP_FFW_SET",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB8_FILT_C_DER","$System","MLC : Level filter coeff. for der. action[0÷ 5sec]",Yes,No,0,No,No,0,0,"sec",0,0,5,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB8_FILT_C_DER",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB8_MAX_LV_ER_ALM","$System","MLC : Max.level error for alarm [0.0÷50.0 mm]",Yes,No,0,No,No,0,0,"mm",0,0,50,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,50,Linear,"WEST_TC_MLC",No,"S2_CR_MLS_PAR_TAB8_MAX_LV_ERR_ALM",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB8_MAX_LV_ER_EMG","$System","MLC : Max.level error for emerg. alarm [0÷180mm]",Yes,No,0,No,No,0,0,"mm",0,0,100,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,100,Linear,"WEST_TC_MLC",No,"S2_CR_MLS_PAR_TAB8_MAX_LV_ERR_EMG",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB8_MIN_LV_EMG","$System","MLC : Min.level for emergency alarm [0.0÷100.0 mm]",Yes,No,0,No,No,0,0,"mm",0,0,100,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,100,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB8_MIN_LV_EMG",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB8_MAX_LV_EMG","$System","MLC : Max.level for emergency alarm [0.0÷180.0 mm]",Yes,No,0,No,No,0,0,"mm",0,0,100,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,100,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB8_MAX_LV_EMG",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB8_TC_MAX_CLS","$System","MLC : TSG max close position [0.0÷100.0 mm]",Yes,No,0,No,No,0,0,"mm",0,0,120,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,120,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB8_TC_MAX_CLS",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB8_TC_MAX_OPN","$System","MLC : TSG  max open position [0.0÷100.0 mm]",Yes,No,0,No,No,0,0,"mm",0,0,120,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,120,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB8_TC_MAX_OPN",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB8_ASTA_LV_STA","$System","MLC : Level SP for machine start[0.0÷180.0 mm]",Yes,No,0,No,No,0,0,"mm",0,0,100,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,100,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB8_ASTA_LV_STA",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB8_ASTA_LV_STP","$System","MLC : Level SP for machine stop[0.0÷180.0 mm]",Yes,No,0,No,No,0,0,"mm",0,0,100,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,100,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB8_ASTA_LV_STP",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB8_ASTA_TC_WGT","$System","MLC : Tundish weight for auto start[0.0÷180.0 mm]",Yes,No,0,No,No,0,0,"mm",0,0,100,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,100,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB_ASTA_TC_WGT",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB9_PID_TOT_K","$System","MLC : PID Total gain [0.000÷5.000 ]",Yes,No,0,No,No,0,0,"",0,0,5,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB9_PID_TOT_K",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB9_PID_KP","$System","MLC : PID KP gain [0.000÷5.000 ]",Yes,No,0,No,No,0,0,"",0,0,5,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB9_PID_KP",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB9_PID_KI","$System","MLC : PID KI gain [0.000÷5.000 ]",Yes,No,0,No,No,0,0,"",0,0,5,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB9_PID_KI",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB9_PID_KD","$System","MLC : PID KD gain [0.000÷5.000 ]",Yes,No,0,No,No,0,0,"",0,0,5,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB9_PID_KD",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB9_K_RED_SMOTH","$System","MLC : PID total gain red. for smooth control [0÷5]",Yes,No,0,No,No,0,0,"",0,0,5,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB9_K_RED_SMOTH",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB9_ERR_SMOTH","$System","MLC : Error for smooth control enable[0÷20mm]",Yes,No,0,No,No,0,0,"mm",0,0,20,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,20,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB9_ERR_SMOTH",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB9_SP_FFW_SET","$System","MLC : Feed forward by cast speed [0÷5m/min]",Yes,No,0,No,No,0,0,"m/min",0,0,5,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB9_SP_FFW_SET",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB9_FILT_C_DER","$System","MLC : Level filter coeff. for der. action[0÷ 5sec]",Yes,No,0,No,No,0,0,"sec",0,0,5,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB9_FILT_C_DER",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB9_MAX_LV_ER_ALM","$System","MLC : Max.level error for alarm [0.0÷50.0 mm]",Yes,No,0,No,No,0,0,"mm",0,0,50,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,50,Linear,"WEST_TC_MLC",No,"S2_CR_MLS_PAR_TAB9_MAX_LV_ERR_ALM",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB9_MAX_LV_ER_EMG","$System","MLC : Max.level error for emerg. alarm [0÷180mm]",Yes,No,0,No,No,0,0,"mm",0,0,100,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,100,Linear,"WEST_TC_MLC",No,"S2_CR_MLS_PAR_TAB9_MAX_LV_ERR_EMG",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB9_MIN_LV_EMG","$System","MLC : Min.level for emergency alarm [0.0÷100.0 mm]",Yes,No,0,No,No,0,0,"mm",0,0,100,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,100,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB9_MIN_LV_EMG",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB9_MAX_LV_EMG","$System","MLC : Max.level for emergency alarm [0.0÷180.0 mm]",Yes,No,0,No,No,0,0,"mm",0,0,100,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,100,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB9_MAX_LV_EMG",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB9_TC_MAX_CLS","$System","MLC : TSG max close position [0.0÷100.0 mm]",Yes,No,0,No,No,0,0,"mm",0,0,120,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,120,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB9_TC_MAX_CLS",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB9_TC_MAX_OPN","$System","MLC : TSG  max open position [0.0÷100.0 mm]",Yes,No,0,No,No,0,0,"mm",0,0,120,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,120,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB9_TC_MAX_OPN",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB9_ASTA_LV_STA","$System","MLC : Level SP for machine start[0.0÷180.0 mm]",Yes,No,0,No,No,0,0,"mm",0,0,100,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,100,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB9_ASTA_LV_STA",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB9_ASTA_LV_STP","$System","MLC : Level SP for machine stop[0.0÷180.0 mm]",Yes,No,0,No,No,0,0,"mm",0,0,100,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,100,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB9_ASTA_LV_STP",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB9_ASTA_TC_WGT","$System","MLC : Tundish weight for auto start[0.0÷180.0 mm]",Yes,No,0,No,No,0,0,"mm",0,0,100,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,100,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB_ASTA_TC_WGT",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB10_PID_TOT_K","$System","MLC : PID Total gain [0.000÷5.000 ]",Yes,No,0,No,No,0,0,"",0,0,5,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB10_PID_TOT_K",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB10_PID_KP","$System","MLC : PID KP gain [0.000÷5.000 ]",Yes,No,0,No,No,0,0,"",0,0,5,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB10_PID_KP",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB10_PID_KI","$System","MLC : PID KI gain [0.000÷5.000 ]",Yes,No,0,No,No,0,0,"",0,0,5,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB10_PID_KI",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
"S2_CR_MLS_PAR_TAB10_PID_KD","$System","MLC : PID KD gain [0.000÷5.000 ]",Yes,No,0,No,No,0,0,"",0,0,5,0,0,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,Off,0,1,0,Off,0,1,Min,0,5,Linear,"WEST_TC_MLC",Yes,"S2_CR_MLS_PAR_TAB10_PID_KD",No,"",0,0,0,0,0,0,0,0,"","","","","","","",""
